L,T,S,PY,B,D,X,SP,P,Y,HDate,H,SSC
F,P5,1,2015,3,2,12,na,5575,2015,2015,2015,6.5
F,P5,1,2015,1,1,2,na,5576,2015,2015,2015,7
F,P5,1,2015,2,2,8,na,5577,2015,2015,2015,7.5
F,P5,1,2015,3,2,11,na,5578,2015,2015,2015,7.2
F,P5,1,2015,1,1,1,na,5579,2015,2015,2015,7.1
F,P5,1,2015,2,1,6,na,5580,2015,2015,2015,7.3
F,P5,1,2015,3,2,12,na,5581,2015,2015,2015,7.6
F,P5,1,2015,1,1,2,na,5582,2015,2015,2015,6.6
F,P5,1,2015,2,2,8,na,5583,2015,2015,2015,7.8
F,P5,1,2015,3,1,9,na,5584,2015,2015,2015,6.6
F,P5,1,2015,1,1,1,na,5585,2015,2015,2015,7
F,P5,1,2015,2,2,7,na,5586,2015,2015,2015,7.5
F,P5,1,2015,3,1,10,na,5587,2015,2015,2015,8.7
F,P5,1,2015,1,2,3,na,5588,2015,2015,2015,6.2
F,P5,1,2015,2,2,7,na,5589,2015,2015,2015,7
F,P5,1,2015,3,1,9,na,5590,2015,2015,2015,6.6
F,P5,1,2015,1,1,1,na,5591,2015,2015,2015,7.9
F,P5,1,2015,2,2,8,na,5592,2015,2015,2015,8.6
F,P5,1,2015,3,2,12,na,5593,2015,2015,2015,8.9
F,P5,1,2015,1,2,3,na,5594,2015,2015,2015,7.2
F,P5,1,2015,2,2,8,na,5595,2015,2015,2015,7.8
F,P5,1,2015,3,1,10,na,5596,2015,2015,2015,7.2
F,P5,1,2015,1,2,3,na,5597,2015,2015,2015,6.8
F,P5,1,2015,2,1,6,na,5598,2015,2015,2015,7.4
F,P5,1,2015,3,1,10,na,5599,2015,2015,2015,6.6
F,P5,1,2015,1,1,2,na,5600,2015,2015,2015,8.6
F,P5,1,2015,2,2,7,na,5601,2015,2015,2015,8.1
F,P5,1,2015,3,2,11,na,5602,2015,2015,2015,7.5
F,P5,1,2015,1,1,1,na,5603,2015,2015,2015,7.8
F,P5,1,2015,2,2,7,na,5604,2015,2015,2015,8.1
F,P5,1,2015,3,1,10,na,5605,2015,2015,2015,7.3
F,P5,1,2015,1,1,1,na,5606,2015,2015,2015,6.8
F,P5,1,2015,2,1,6,na,5607,2015,2015,2015,7.5
F,P5,1,2015,3,2,11,na,5608,2015,2015,2015,6.8
F,P5,1,2015,1,1,2,na,5609,2015,2015,2015,7.3
F,P5,1,2015,2,1,5,na,5610,2015,2015,2015,8.1
F,P5,1,2015,3,1,9,na,5611,2015,2015,2015,8.4
F,P5,1,2015,1,1,2,na,5612,2015,2015,2015,8.2
F,P5,1,2015,2,2,8,na,5613,2015,2015,2015,9
F,P5,1,2015,3,1,10,na,5614,2015,2015,2015,9.1
F,P5,1,2015,1,1,2,na,5615,2015,2015,2015,7
F,P5,1,2015,2,2,7,na,5616,2015,2015,2015,6.9
F,P5,1,2015,3,1,10,na,5617,2015,2015,2015,6.2
F,P5,1,2015,1,2,4,na,5618,2015,2015,2015,7.2
F,P5,1,2015,2,1,6,na,5619,2015,2015,2015,8.1
F,P5,1,2015,3,2,12,na,5620,2015,2015,2015,7.8
F,P5,1,2015,1,2,3,na,5621,2015,2015,2015,7.7
F,P5,1,2015,2,1,6,na,5622,2015,2015,2015,7
F,P5,1,2015,3,1,9,na,5623,2015,2015,2015,7.3
F,P5,1,2015,1,2,3,na,5624,2015,2015,2015,7.5
F,P5,1,2015,2,1,6,na,5625,2015,2015,2015,8.9
F,P5,1,2015,3,2,11,na,5626,2015,2015,2015,8.4
F,P5,1,2015,1,2,3,na,5627,2015,2015,2015,6.6
F,P5,1,2015,2,2,7,na,5628,2015,2015,2015,8
F,P5,1,2015,3,2,11,na,5629,2015,2015,2015,9.1
F,P5,1,2015,1,1,1,na,5630,2015,2015,2015,7.4
F,P5,1,2015,2,2,8,na,5631,2015,2015,2015,7.6
F,P5,1,2015,3,1,10,na,5632,2015,2015,2015,7.2
F,P5,1,2015,1,2,4,na,5633,2015,2015,2015,7.2
F,P5,1,2015,2,2,8,na,5634,2015,2015,2015,7.1
F,P5,1,2015,3,2,12,na,5635,2015,2015,2015,7.9
F,P5,1,2015,1,1,1,na,5636,2015,2015,2015,7.5
F,P5,1,2015,2,1,6,na,5637,2015,2015,2015,9.1
F,P5,1,2015,3,1,9,na,5638,2015,2015,2015,7.8
F,P5,1,2015,1,1,2,na,5639,2015,2015,2015,6.9
F,P5,1,2015,2,1,6,na,5640,2015,2015,2015,8.2
F,P5,1,2015,3,2,11,na,5641,2015,2015,2015,6.3
F,P5,1,2015,1,1,1,na,5642,2015,2015,2015,8.2
F,P5,1,2015,2,1,6,na,5643,2015,2015,2015,8.4
F,P5,1,2015,3,2,11,na,5644,2015,2015,2015,10.4
F,P5,1,2015,1,1,1,na,5645,2015,2015,2015,7
F,P5,1,2015,2,2,7,na,5646,2015,2015,2015,9.8
F,P5,1,2015,3,1,10,na,5647,2015,2015,2015,8
F,P5,1,2015,1,2,4,na,5648,2015,2015,2015,7.7
F,P5,1,2015,2,1,6,na,5649,2015,2015,2015,4.8
F,P5,1,2015,3,1,10,na,5650,2015,2015,2015,8.3
F,P5,1,2015,1,2,4,na,5651,2015,2015,2015,10.1
F,P5,1,2015,2,2,8,na,5652,2015,2015,2015,9.3
F,P5,1,2015,3,2,12,na,5653,2015,2015,2015,10.3
F,P5,1,2015,1,2,3,na,5654,2015,2015,2015,9.5
F,P5,1,2015,2,1,6,na,5655,2015,2015,2015,11.4
F,P5,1,2015,3,1,9,na,5656,2015,2015,2015,8.7
F,P5,1,2015,1,2,4,na,5657,2015,2015,2015,9.1
F,P5,1,2015,2,1,6,na,5658,2015,2015,2015,9.4
F,P5,1,2015,3,1,10,na,5659,2015,2015,2015,9.1
F,P5,1,2015,1,2,4,na,5660,2015,2015,2015,9.3
F,P5,1,2015,2,2,8,na,5661,2015,2015,2015,9.3
F,P5,1,2015,3,2,12,na,5662,2015,2015,2015,8.8
F,P5,1,2015,1,1,2,na,5663,2015,2015,2015,7.4
F,P5,1,2015,2,2,8,na,5664,2015,2015,2015,7.2
F,P5,1,2015,3,2,11,na,5665,2015,2015,2015,6.2
F,P5,1,2015,1,1,2,na,5666,2015,2015,2015,9.7
F,P5,1,2015,2,2,8,na,5667,2015,2015,2015,7.2
F,P5,1,2015,3,1,10,na,5668,2015,2015,2015,8.4
F,P5,1,2015,1,1,2,na,5669,2015,2015,2015,6.9
F,P5,1,2015,2,1,6,na,5670,2015,2015,2015,7.5
F,P5,1,2015,3,2,12,na,5671,2015,2015,2015,7.7
F,P5,1,2015,1,2,3,na,5672,2015,2015,2015,7.4
F,P5,1,2015,2,2,8,na,5673,2015,2015,2015,7.9
F,P5,1,2015,3,1,10,na,5674,2015,2015,2015,8
F,P5,1,2015,1,1,2,na,5675,2015,2015,2015,8.2
F,P5,1,2015,2,2,8,na,5676,2015,2015,2015,8.6
F,P5,1,2015,3,1,9,na,5677,2015,2015,2015,7.7
F,P5,1,2015,1,1,2,na,5678,2015,2015,2015,6
F,P5,1,2015,2,1,6,na,5679,2015,2015,2015,7.6
F,P5,1,2015,3,2,11,na,5680,2015,2015,2015,6.1
F,P5,1,2015,1,1,2,na,5681,2015,2015,2015,6.4
F,P5,1,2015,2,1,6,na,5682,2015,2015,2015,7.2
F,P5,1,2015,3,2,12,na,5683,2015,2015,2015,7.7
F,P5,1,2015,1,1,2,na,5684,2015,2015,2015,5.2
F,P5,1,2015,2,2,8,na,5685,2015,2015,2015,7.1
F,P5,1,2015,3,1,9,na,5686,2015,2015,2015,9.2
F,P5,1,2015,1,1,1,na,5687,2015,2015,2015,5.8
F,P5,1,2015,2,2,8,na,5688,2015,2015,2015,6.8
F,P5,1,2015,3,1,9,na,5689,2015,2015,2015,6.4
F,P5,1,2015,1,2,3,na,5690,2015,2015,2015,6.5
F,P5,1,2015,2,1,6,na,5691,2015,2015,2015,7.5
F,P5,1,2015,3,2,11,na,5692,2015,2015,2015,8.2
F,P5,1,2015,1,2,4,na,5693,2015,2015,2015,6.2
F,P5,1,2015,2,1,5,na,5694,2015,2015,2015,6.5
F,P5,1,2015,3,2,12,na,5695,2015,2015,2015,4.7
F,P5,1,2015,1,2,4,na,5696,2015,2015,2015,8.2
F,P5,1,2015,2,1,6,na,5697,2015,2015,2015,9.2
F,P5,1,2015,3,2,11,na,5698,2015,2015,2015,6.8
F,P5,1,2015,1,1,2,na,5699,2015,2015,2015,6.2
F,P5,1,2015,2,2,8,na,5700,2015,2015,2015,7.1
F,P5,1,2015,3,2,11,na,5701,2015,2015,2015,6.6
F,P5,1,2015,1,2,3,na,5702,2015,2015,2015,8.4
F,P5,1,2015,2,1,5,na,5703,2015,2015,2015,6.4
F,P5,1,2015,3,2,12,na,5704,2015,2015,2015,8.5
F,P5,1,2015,1,1,1,na,5705,2015,2015,2015,6.3
F,P5,1,2015,2,1,6,na,5706,2015,2015,2015,7.3
F,P5,1,2015,3,1,9,na,5707,2015,2015,2015,8.3
F,P5,1,2015,1,1,2,na,5708,2015,2015,2015,7.5
F,P5,1,2015,2,2,7,na,5709,2015,2015,2015,7.7
F,P5,1,2015,3,2,11,na,5710,2015,2015,2015,7.5
F,P5,1,2015,1,2,3,na,5711,2015,2015,2015,8.1
F,P5,1,2015,2,2,7,na,5712,2015,2015,2015,8.5
F,P5,1,2015,3,1,10,na,5713,2015,2015,2015,7.5
F,P5,1,2015,1,2,4,na,5714,2015,2015,2015,9.3
F,P5,1,2015,2,1,5,na,5715,2015,2015,2015,8.5
F,P5,1,2015,3,1,10,na,5716,2015,2015,2015,7.7
F,P5,1,2015,1,1,2,na,5717,2015,2015,2015,6.4
F,P5,1,2015,2,1,5,na,5718,2015,2015,2015,8.6
F,P5,1,2015,3,2,12,na,5719,2015,2015,2015,6.4
F,P5,1,2015,1,2,3,na,5720,2015,2015,2015,7.5
F,P5,1,2015,2,1,5,na,5721,2015,2015,2015,9.6
F,P5,1,2015,1,2,3,na,5722,2015,2015,2015,7.1
F,P5,1,2015,2,2,8,na,5723,2015,2015,2015,8.2
F,P5,1,2015,3,2,12,na,5724,2015,2015,2015,7.7
F,P5,1,2015,1,1,1,na,5725,2015,2015,2015,8.8
F,P5,1,2015,2,2,7,na,5726,2015,2015,2015,7.8
F,P5,1,2015,3,2,11,na,5727,2015,2015,2015,8
F,P5,1,2015,1,1,1,na,5728,2015,2015,2015,7
F,P5,1,2015,2,1,5,na,5729,2015,2015,2015,7.6
F,P5,1,2015,3,1,9,na,5730,2015,2015,2015,6.6
F,P5,1,2015,1,2,3,na,5731,2015,2015,2015,6.6
F,P5,1,2015,2,1,5,na,5732,2015,2015,2015,6.3
F,P5,1,2015,3,2,12,na,5733,2015,2015,2015,7.1
F,P5,1,2015,1,2,4,na,5734,2015,2015,2015,8.5
F,P5,1,2015,2,2,8,na,5735,2015,2015,2015,8.2
F,P5,1,2015,3,1,10,na,5736,2015,2015,2015,8.1
F,P5,1,2015,1,1,1,na,5737,2015,2015,2015,7.4
F,P5,1,2015,2,1,5,na,5738,2015,2015,2015,6.4
F,P5,1,2015,3,2,11,na,5739,2015,2015,2015,6.7
F,P5,1,2015,1,1,2,na,5740,2015,2015,2015,7
F,P5,1,2015,2,2,8,na,5741,2015,2015,2015,7.9
F,P5,1,2015,3,1,9,na,5742,2015,2015,2015,7.1
F,P5,1,2015,1,2,4,na,5743,2015,2015,2015,8.3
F,P5,1,2015,2,1,5,na,5744,2015,2015,2015,7.1
F,P5,1,2015,3,2,12,na,5745,2015,2015,2015,7.8
F,P5,1,2015,2,2,8,na,5746,2015,2015,2015,7.9
F,P5,1,2015,1,2,4,na,5747,2015,2015,2015,9
F,P5,1,2015,2,2,8,na,5748,2015,2015,2015,9.4
F,P5,1,2015,3,2,12,na,5749,2015,2015,2015,8
F,P5,1,2015,1,1,1,na,5750,2015,2015,2015,8.7
F,P5,1,2015,2,1,6,na,5751,2015,2015,2015,8.6
F,P5,1,2015,3,1,10,na,5752,2015,2015,2015,8
F,P5,1,2015,1,1,2,na,5753,2015,2015,2015,7
F,P5,1,2015,2,2,7,na,5754,2015,2015,2015,8.5
F,P5,1,2015,3,2,12,na,5755,2015,2015,2015,8
F,P5,1,2015,1,2,3,na,5756,2015,2015,2015,5.8
F,P5,1,2015,2,1,6,na,5757,2015,2015,2015,6.3
F,P5,1,2015,3,2,12,na,5758,2015,2015,2015,7.9
F,P5,1,2015,1,1,2,na,5759,2015,2015,2015,7.3
F,P5,1,2015,2,1,5,na,5760,2015,2015,2015,9.6
F,P5,1,2015,3,2,11,na,5761,2015,2015,2015,7.7
F,P5,1,2015,1,2,3,na,5762,2015,2015,2015,6.4
F,P5,1,2015,2,2,8,na,5763,2015,2015,2015,6.5
F,P5,1,2015,3,2,11,na,5764,2015,2015,2015,7.8
F,P5,1,2015,1,1,1,na,5765,2015,2015,2015,11.7
F,P5,1,2015,2,1,5,na,5766,2015,2015,2015,8.6
F,P5,1,2015,3,1,9,na,5767,2015,2015,2015,8.1
F,P5,1,2015,1,1,2,na,5768,2015,2015,2015,12
F,P5,1,2015,2,2,7,na,5769,2015,2015,2015,8.1
F,P5,1,2015,3,1,9,na,5770,2015,2015,2015,7.3
F,P5,1,2015,1,2,4,na,5771,2015,2015,2015,6.7
F,P5,1,2015,2,1,5,na,5772,2015,2015,2015,6.5
F,P5,1,2015,3,1,9,na,5773,2015,2015,2015,6.5
F,P5,1,2015,1,2,3,na,5774,2015,2015,2015,8.1
F,P5,1,2015,2,2,8,na,5775,2015,2015,2015,7.4
F,P5,1,2015,3,2,11,na,5776,2015,2015,2015,7.2
F,P5,1,2015,1,2,3,na,5777,2015,2015,2015,7.2
F,P5,1,2015,2,2,7,na,5778,2015,2015,2015,6.5
F,P5,1,2015,3,1,10,na,5779,2015,2015,2015,6.8
F,P5,1,2015,1,1,2,na,5780,2015,2015,2015,8.9
F,P5,1,2015,2,2,8,na,5781,2015,2015,2015,8.1
F,P5,1,2015,3,2,11,na,5782,2015,2015,2015,8.5
F,P5,1,2015,1,2,4,na,5783,2015,2015,2015,6.4
F,P5,1,2015,2,1,5,na,5784,2015,2015,2015,7.9
F,P5,1,2015,3,2,11,na,5785,2015,2015,2015,6.6
F,P5,1,2015,1,2,4,na,5786,2015,2015,2015,7.4
F,P5,1,2015,2,1,6,na,5787,2015,2015,2015,9.2
F,P5,1,2015,3,2,12,na,5788,2015,2015,2015,7.9
F,P5,1,2015,1,1,2,na,5789,2015,2015,2015,7.6
F,P5,1,2015,2,2,7,na,5790,2015,2015,2015,8.5
F,P5,1,2015,3,1,9,na,5791,2015,2015,2015,7.6
F,P5,1,2015,1,2,4,na,5792,2015,2015,2015,7.9
F,P5,1,2015,2,2,8,na,5793,2015,2015,2015,7.6
F,P5,1,2015,3,1,10,na,5794,2015,2015,2015,7.8
F,P5,1,2015,1,1,1,na,5795,2015,2015,2015,8.4
F,P5,1,2015,2,1,6,na,5796,2015,2015,2015,8.1
F,P5,1,2015,3,2,11,na,5797,2015,2015,2015,8.3
F,P5,1,2015,1,1,1,na,5798,2015,2015,2015,8
F,P5,1,2015,2,1,5,na,5799,2015,2015,2015,8.7
F,P5,1,2015,3,1,9,na,5800,2015,2015,2015,7.7
F,P5,1,2015,1,1,1,na,5801,2015,2015,2015,7
F,P5,1,2015,2,2,8,na,5802,2015,2015,2015,8.5
F,P5,1,2015,3,2,12,na,5803,2015,2015,2015,8.5
F,P5,1,2015,1,2,3,na,5804,2015,2015,2015,6
F,P5,1,2015,2,2,7,na,5805,2015,2015,2015,8.3
F,P5,1,2015,3,2,12,na,5806,2015,2015,2015,7.2
F,P5,1,2015,1,2,4,na,5807,2015,2015,2015,7.9
F,P5,1,2015,2,2,7,na,5808,2015,2015,2015,7.8
F,P5,1,2015,3,2,12,na,5809,2015,2015,2015,7.6
F,P5,1,2015,1,2,4,na,5810,2015,2015,2015,8.9
F,P5,1,2015,2,1,5,na,5811,2015,2015,2015,7.8
F,P5,1,2015,3,1,9,na,5812,2015,2015,2015,8.9
F,P5,1,2015,1,1,2,na,5813,2015,2015,2015,6.5
F,P5,1,2015,2,1,5,na,5814,2015,2015,2015,7
F,P5,1,2015,3,1,10,na,5815,2015,2015,2015,7.2
F,P5,1,2015,1,1,1,na,5816,2015,2015,2015,7.3
F,P5,1,2015,2,1,6,na,5817,2015,2015,2015,7.1
F,P5,1,2015,3,2,11,na,5818,2015,2015,2015,8.1
F,P5,1,2015,1,1,1,na,5819,2015,2015,2015,9
F,P5,1,2015,2,2,8,na,5820,2015,2015,2015,9.6
F,P5,1,2015,3,2,12,na,5821,2015,2015,2015,9.1
F,P5,1,2015,1,2,3,na,5822,2015,2015,2015,7.5
F,P5,1,2015,2,2,8,na,5823,2015,2015,2015,7.8
F,P5,1,2015,3,1,10,na,5824,2015,2015,2015,8.7
F,P5,1,2015,1,1,2,na,5825,2015,2015,2015,7.4
F,P5,1,2015,2,1,6,na,5826,2015,2015,2015,7.9
F,P5,1,2015,3,1,10,na,5827,2015,2015,2015,6
F,P5,1,2015,1,2,3,na,5828,2015,2015,2015,6.7
F,P5,1,2015,2,1,5,na,5829,2015,2015,2015,6.9
F,P5,1,2015,3,1,9,na,5830,2015,2015,2015,6.9
F,P5,1,2015,1,1,1,na,5831,2015,2015,2015,8.7
F,P5,1,2015,2,2,7,na,5832,2015,2015,2015,9
F,P5,1,2015,3,2,12,na,5833,2015,2015,2015,8.9
F,P5,1,2015,1,2,3,na,5834,2015,2015,2015,7.1
F,P5,1,2015,2,2,7,na,5835,2015,2015,2015,6.8
F,P5,1,2015,3,2,11,na,5836,2015,2015,2015,7.4
F,P5,1,2015,1,2,4,na,5837,2015,2015,2015,8.2
F,P5,1,2015,2,1,6,na,5838,2015,2015,2015,7.6
F,P5,1,2015,3,2,12,na,5839,2015,2015,2015,9.1
F,P5,1,2015,1,1,1,na,5840,2015,2015,2015,7.2
F,P5,1,2015,2,2,7,na,5841,2015,2015,2015,6.4
F,P5,1,2015,3,1,10,na,5842,2015,2015,2015,8.4
F,P5,1,2015,1,1,2,na,5843,2015,2015,2015,6.9
F,P5,1,2015,2,2,8,na,5844,2015,2015,2015,6.7
F,P5,1,2015,3,2,11,na,5845,2015,2015,2015,7.9
F,P5,1,2015,1,1,2,na,5846,2015,2015,2015,8.1
F,P5,1,2015,2,1,6,na,5847,2015,2015,2015,9.3
F,P5,1,2015,3,1,10,na,5848,2015,2015,2015,8.3
F,P5,1,2015,1,2,4,na,5849,2015,2015,2015,6.8
F,P5,1,2015,2,2,8,na,5850,2015,2015,2015,8.5
F,P5,1,2015,3,1,10,na,5851,2015,2015,2015,7
F,P5,1,2015,1,1,2,na,5852,2015,2015,2015,6.9
F,P5,1,2015,2,1,6,na,5853,2015,2015,2015,8
F,P5,1,2015,3,2,12,na,5854,2015,2015,2015,9
F,P5,1,2015,1,2,4,na,5855,2015,2015,2015,7.4
F,P5,1,2015,3,1,10,na,5856,2015,2015,2015,7.9
F,P5,1,2015,1,1,2,na,5857,2015,2015,2015,7
F,P5,1,2015,2,1,5,na,5858,2015,2015,2015,6.6
F,P5,1,2015,3,2,11,na,5859,2015,2015,2015,6.9
F,P5,1,2015,1,2,3,na,5860,2015,2015,2015,5.8
F,P5,1,2015,2,1,6,na,5861,2015,2015,2015,6.5
F,P5,1,2015,3,1,10,na,5862,2015,2015,2015,9.2
F,P5,1,2015,1,1,2,na,5863,2015,2015,2015,9
F,P5,1,2015,2,2,8,na,5864,2015,2015,2015,6.3
F,P5,1,2015,3,1,9,na,5865,2015,2015,2015,7.6
F,P5,1,2015,1,1,2,na,5866,2015,2015,2015,6.7
F,P5,1,2015,2,1,6,na,5867,2015,2015,2015,6.3
F,P5,1,2015,3,1,9,na,5868,2015,2015,2015,6.7
F,P5,1,2015,1,1,2,na,5869,2015,2015,2015,7.4
F,P5,1,2015,2,2,8,na,5870,2015,2015,2015,8.6
F,P5,1,2015,3,2,11,na,5871,2015,2015,2015,8
F,P5,1,2015,1,2,3,na,5872,2015,2015,2015,7.2
F,P5,1,2015,2,2,7,na,5873,2015,2015,2015,6
F,P5,1,2015,2,1,5,na,5874,2015,2015,2015,10.4
F,P5,1,2015,3,1,9,na,5875,2015,2015,2015,8.3
F,P5,1,2015,1,1,2,na,5876,2015,2015,2015,7
F,P5,1,2015,2,1,6,na,5877,2015,2015,2015,8.4
F,P5,1,2015,3,2,11,na,5878,2015,2015,2015,8.1
F,P5,1,2015,1,1,1,na,5879,2015,2015,2015,6.7
F,P5,1,2015,2,1,6,na,5880,2015,2015,2015,9.6
F,P5,1,2015,3,1,10,na,5881,2015,2015,2015,6.5
F,P5,1,2015,1,2,3,na,5882,2015,2015,2015,7.5
F,P5,1,2015,2,2,8,na,5883,2015,2015,2015,7.6
F,P5,1,2015,3,2,12,na,5884,2015,2015,2015,7.9
F,P5,1,2015,1,2,4,na,5885,2015,2015,2015,8.8
F,P5,1,2015,2,2,7,na,5886,2015,2015,2015,8.2
F,P5,1,2015,3,2,11,na,5887,2015,2015,2015,9.5
F,P5,1,2015,1,2,4,na,5888,2015,2015,2015,7.5
F,P5,1,2015,2,2,7,na,5889,2015,2015,2015,7.6
F,P5,1,2015,3,2,11,na,5890,2015,2015,2015,7.6
F,P5,1,2015,1,1,2,na,5891,2015,2015,2015,7.5
F,P5,1,2015,2,1,6,na,5892,2015,2015,2015,7.9
F,P5,1,2015,3,1,10,na,5893,2015,2015,2015,8.9
F,P5,1,2015,1,2,4,na,5894,2015,2015,2015,6.5
F,P5,1,2015,2,2,7,na,5895,2015,2015,2015,7.8
F,P5,1,2015,3,1,10,na,5896,2015,2015,2015,8.9
F,P5,1,2015,1,1,1,na,5897,2015,2015,2015,6.4
F,P5,1,2015,2,1,6,na,5898,2015,2015,2015,6.5
F,P5,1,2015,3,1,9,na,5899,2015,2015,2015,6.9
F,P5,1,2015,1,2,4,na,5900,2015,2015,2015,7.2
F,P5,1,2015,2,2,7,na,5901,2015,2015,2015,7.8
F,P5,1,2015,3,2,11,na,5902,2015,2015,2015,8.3
F,P5,1,2015,2,1,5,na,5903,2015,2015,2015,7.4
F,P5,1,2015,3,2,11,na,5904,2015,2015,2015,7.2
F,P5,1,2015,1,1,2,na,5905,2015,2015,2015,7.7
F,P5,1,2015,2,2,8,na,5906,2015,2015,2015,7.1
F,P5,1,2015,3,2,11,na,5907,2015,2015,2015,8.2
F,P5,1,2015,1,2,4,na,5908,2015,2015,2015,9.3
F,P5,1,2015,2,2,8,na,5909,2015,2015,2015,7.9
F,P5,1,2015,3,1,10,na,5910,2015,2015,2015,8.7
F,P5,1,2015,1,2,4,na,5911,2015,2015,2015,6.8
F,P5,1,2015,2,1,5,na,5912,2015,2015,2015,7.2
F,P5,1,2015,3,2,12,na,5913,2015,2015,2015,8.6
F,P5,1,2015,1,1,2,na,5914,2015,2015,2015,7
F,P5,1,2015,2,2,7,na,5915,2015,2015,2015,7.3
F,P5,1,2015,3,1,9,na,5916,2015,2015,2015,6.9
F,P5,1,2015,1,1,1,na,5917,2015,2015,2015,5.9
F,P5,1,2015,2,1,5,na,5918,2015,2015,2015,5.7
F,P5,1,2015,3,2,11,na,5919,2015,2015,2015,7
F,P5,1,2015,1,1,2,na,5920,2015,2015,2015,5.3
F,P5,1,2015,2,1,6,na,5921,2015,2015,2015,6.6
F,P5,1,2015,3,2,11,na,5922,2015,2015,2015,7.1
F,P5,1,2015,1,2,4,na,5923,2015,2015,2015,8.2
F,P5,1,2015,2,2,8,na,5924,2015,2015,2015,8
F,P5,1,2015,3,1,10,na,5925,2015,2015,2015,7.4
F,P5,1,2015,1,1,2,na,5926,2015,2015,2015,7.5
F,P5,1,2015,2,1,5,na,5927,2015,2015,2015,8.7
F,P5,1,2015,3,2,11,na,5928,2015,2015,2015,6.7
F,P5,1,2015,1,2,4,na,5929,2015,2015,2015,7.2
F,P5,1,2015,2,2,7,na,5930,2015,2015,2015,8.4
F,P5,1,2015,3,1,10,na,5931,2015,2015,2015,8.6
F,P5,1,2015,1,2,4,na,5932,2015,2015,2015,7
F,P5,1,2015,2,1,6,na,5933,2015,2015,2015,8
F,P5,1,2015,3,2,12,na,5934,2015,2015,2015,6.4
F,P5,1,2015,1,2,3,na,5935,2015,2015,2015,6.5
F,P5,1,2015,2,2,8,na,5936,2015,2015,2015,8.7
F,P5,1,2015,3,1,9,na,5937,2015,2015,2015,7.2
F,P5,1,2015,1,2,3,na,5938,2015,2015,2015,7.6
F,P5,1,2015,2,1,5,na,5939,2015,2015,2015,8.7
F,P5,1,2015,3,1,9,na,5940,2015,2015,2015,7.9
F,P5,1,2015,1,1,2,na,5941,2015,2015,2015,7.6
F,P5,1,2015,2,2,8,na,5942,2015,2015,2015,8.6
F,P5,1,2015,3,2,12,na,5943,2015,2015,2015,7.8
F,P5,1,2015,1,1,2,na,5944,2015,2015,2015,7.3
F,P5,1,2015,2,2,8,na,5945,2015,2015,2015,7.7
F,P5,1,2015,3,1,10,na,5946,2015,2015,2015,7.3
F,P5,1,2015,1,1,1,na,5947,2015,2015,2015,7.7
F,P5,1,2015,2,1,6,na,5948,2015,2015,2015,8.8
F,P5,1,2015,3,2,12,na,5949,2015,2015,2015,9.7
F,P5,1,2015,1,1,1,na,5950,2015,2015,2015,7
F,P5,1,2015,2,1,6,na,5951,2015,2015,2015,7.7
F,P5,1,2015,3,2,12,na,5952,2015,2015,2015,7.1
F,P5,1,2015,1,2,4,na,5953,2015,2015,2015,6.9
F,P5,1,2015,2,1,5,na,5954,2015,2015,2015,7.4
F,P5,1,2015,3,2,12,na,5955,2015,2015,2015,8
F,P5,1,2015,1,2,4,na,5956,2015,2015,2015,7.5
F,P5,1,2015,2,2,8,na,5957,2015,2015,2015,7.8
F,P5,1,2015,3,2,12,na,5958,2015,2015,2015,8.6
F,P5,1,2015,1,2,4,na,5959,2015,2015,2015,8
F,P5,1,2015,2,1,6,na,5960,2015,2015,2015,10.2
F,P5,1,2015,3,1,10,na,5961,2015,2015,2015,8.2
F,P5,1,2015,1,2,4,na,5962,2015,2015,2015,8
F,P5,1,2015,2,2,7,na,5963,2015,2015,2015,8.2
F,P5,1,2015,3,1,10,na,5964,2015,2015,2015,8.2
F,P5,1,2015,1,1,2,na,5965,2015,2015,2015,9.3
F,P5,1,2015,2,1,6,na,5966,2015,2015,2015,10.4
F,P5,1,2015,3,1,10,na,5967,2015,2015,2015,9
F,P5,1,2015,1,2,4,na,5968,2015,2015,2015,7
F,P5,1,2015,2,2,8,na,5969,2015,2015,2015,7.8
F,P5,1,2015,3,2,12,na,5970,2015,2015,2015,7.8
F,P5,1,2015,1,1,2,na,5971,2015,2015,2015,7.8
F,P5,1,2015,2,2,7,na,5972,2015,2015,2015,8.7
F,P5,1,2015,3,1,10,na,5973,2015,2015,2015,8.8
F,P5,1,2015,1,1,1,na,5974,2015,2015,2015,9.5
F,P5,1,2015,2,1,6,na,5975,2015,2015,2015,8.9
F,P5,1,2015,3,2,12,na,5976,2015,2015,2015,10
F,P5,1,2015,1,2,4,na,5977,2015,2015,2015,6.8
F,P5,1,2015,2,1,6,na,5978,2015,2015,2015,7
F,P5,1,2015,3,1,10,na,5979,2015,2015,2015,7.8
F,P5,1,2015,1,2,4,na,5980,2015,2015,2015,7.7
F,P5,1,2015,2,1,6,na,5981,2015,2015,2015,8
F,P5,1,2015,3,1,9,na,5982,2015,2015,2015,7
F,P5,1,2015,1,2,4,na,5983,2015,2015,2015,7.6
F,P5,1,2015,2,2,8,na,5984,2015,2015,2015,6.6
F,P5,1,2015,3,1,10,na,5985,2015,2015,2015,7.4
F,P5,1,2015,1,2,4,na,5986,2015,2015,2015,9.1
F,P5,1,2015,2,2,8,na,5987,2015,2015,2015,8.7
