L,T,S,PY,B,D,X,SP,P,Y,HDate,H,SSC
M,M4,3,2014,1,1,1,na,2152,2014,2014,2014,8.6
M,M4,3,2014,1,1,1,na,2153,2014,2014,2014,9.6
M,M4,3,2014,1,1,1,na,2154,2014,2014,2014,8.05
M,M4,3,2014,1,1,1,na,2155,2014,2014,2014,7.2
M,M4,3,2014,1,1,1,na,2156,2014,2014,2014,9.05
M,M4,3,2014,1,1,1,na,2157,2014,2014,2014,10
M,M4,3,2014,1,1,1,na,2158,2014,2014,2014,11.55
M,M4,3,2014,1,1,1,na,2159,2014,2014,2014,10.6
M,M4,3,2014,1,1,1,na,2160,2014,2014,2014,10.25
M,M4,3,2014,1,1,1,na,2161,2014,2014,2014,8.6
M,M4,3,2014,1,1,1,na,2162,2014,2014,2014,12
M,M4,3,2014,1,1,1,na,2163,2014,2014,2014,6.3
M,M4,3,2014,1,1,1,na,2164,2014,2014,2014,8.4
M,M4,3,2014,1,1,1,na,2165,2014,2014,2014,10.8
M,M4,3,2014,1,1,1,na,2166,2014,2014,2014,12.45
M,M4,3,2014,1,1,1,na,2167,2014,2014,2014,7.25
M,M4,3,2014,1,1,1,na,2168,2014,2014,2014,12.5
M,M4,3,2014,1,1,1,na,2169,2014,2014,2014,7.9
M,M4,3,2014,1,1,1,na,2170,2014,2014,2014,8.3
M,M4,3,2014,1,1,1,na,2171,2014,2014,2014,9.95
M,M4,3,2014,1,1,1,na,2172,2014,2014,2014,9.7
M,M4,3,2014,1,1,1,na,2173,2014,2014,2014,11.1
M,M4,3,2014,1,1,1,na,2174,2014,2014,2014,9.75
M,M4,3,2014,1,1,1,na,2175,2014,2014,2014,5.9
M,M4,3,2014,1,1,1,na,2176,2014,2014,2014,7.95
M,M4,3,2014,1,1,1,na,2177,2014,2014,2014,5.85
M,M4,3,2014,1,1,1,na,2178,2014,2014,2014,12.45
M,M4,3,2014,1,1,1,na,2179,2014,2014,2014,7.65
M,M4,3,2014,1,1,1,na,2180,2014,2014,2014,16.85
M,M4,3,2014,1,1,1,na,2181,2014,2014,2014,7.9
M,M4,3,2014,1,1,1,na,2182,2014,2014,2014,9.2
M,M4,3,2014,1,1,1,na,2183,2014,2014,2014,8.75
M,M4,3,2014,1,1,1,na,2184,2014,2014,2014,14.65
M,M4,3,2014,1,1,1,na,2185,2014,2014,2014,9.65
M,M4,3,2014,1,1,1,na,2186,2014,2014,2014,9.7
M,M4,3,2014,1,1,1,na,2187,2014,2014,2014,11.2
M,M4,3,2014,1,1,1,na,2188,2014,2014,2014,10.85
M,M4,3,2014,1,1,1,na,2189,2014,2014,2014,13.2
M,M4,3,2014,1,1,1,na,2190,2014,2014,2014,11.15
M,M4,3,2014,1,1,1,na,2191,2014,2014,2014,10.85
M,M4,3,2014,1,1,1,na,2192,2014,2014,2014,7.85
M,M4,3,2014,1,1,1,na,2193,2014,2014,2014,6.95
M,M4,3,2014,1,1,1,na,2194,2014,2014,2014,9.75
M,M4,3,2014,1,1,1,na,2195,2014,2014,2014,10.2
M,M4,3,2014,1,1,1,na,2196,2014,2014,2014,13.55
M,M4,3,2014,1,1,1,na,2197,2014,2014,2014,9.4
M,M4,3,2014,1,1,1,na,2198,2014,2014,2014,15.35
M,M4,3,2014,1,1,1,na,2199,2014,2014,2014,6.05
M,M4,3,2014,1,1,1,na,2200,2014,2014,2014,10.9
M,M4,3,2014,1,1,1,na,2201,2014,2014,2014,7.35
M,M4,3,2014,1,1,1,na,2202,2014,2014,2014,10.85
M,M4,3,2014,1,1,1,na,2203,2014,2014,2014,10.35
M,M4,3,2014,1,1,1,na,2204,2014,2014,2014,11.65
M,M4,3,2014,1,1,1,na,2205,2014,2014,2014,9.8
M,M4,3,2014,1,1,1,na,2206,2014,2014,2014,11.1
M,M4,3,2014,1,1,1,na,2207,2014,2014,2014,7.2
M,M4,3,2014,1,1,1,na,2208,2014,2014,2014,12.1
M,M4,3,2014,1,1,1,na,2209,2014,2014,2014,6.4
M,M4,3,2014,1,1,1,na,2210,2014,2014,2014,11.15
M,M4,3,2014,1,1,1,na,2211,2014,2014,2014,8.65
M,M4,3,2014,1,1,1,na,2212,2014,2014,2014,11.2
M,M4,3,2014,1,1,1,na,2213,2014,2014,2014,13.4
M,M4,3,2014,1,1,1,na,2214,2014,2014,2014,7.8
M,M4,3,2014,1,1,1,na,2215,2014,2014,2014,12.95
M,M4,3,2014,1,1,1,na,2216,2014,2014,2014,10
M,M4,3,2014,1,1,1,na,2217,2014,2014,2014,7.35
M,M4,3,2014,1,1,1,na,2218,2014,2014,2014,9.2
M,M4,3,2014,1,1,1,na,2219,2014,2014,2014,10.6
M,M4,3,2014,1,1,1,na,2220,2014,2014,2014,12.45
M,M4,3,2014,1,1,1,na,2221,2014,2014,2014,11.6
M,M4,3,2014,1,1,1,na,2222,2014,2014,2014,7.7
M,M4,3,2014,1,1,1,na,2223,2014,2014,2014,8.1
M,M4,3,2014,1,1,1,na,2224,2014,2014,2014,6.65
M,M4,3,2014,1,1,1,na,2225,2014,2014,2014,10.35
M,M4,3,2014,1,1,1,na,2226,2014,2014,2014,10.5
M,M4,3,2014,1,1,1,na,2227,2014,2014,2014,7.4
M,M4,3,2014,1,1,1,na,2228,2014,2014,2014,7.8
M,M4,3,2014,1,1,1,na,2229,2014,2014,2014,10.75
M,M4,3,2014,1,1,1,na,2230,2014,2014,2014,13.15
M,M4,3,2014,1,1,1,na,2231,2014,2014,2014,10.5
M,M4,3,2014,1,1,1,na,2232,2014,2014,2014,9.8
M,M4,3,2014,1,1,1,na,2233,2014,2014,2014,7.3
M,M4,3,2014,1,1,1,na,2234,2014,2014,2014,12.6
M,M4,3,2014,1,1,1,na,2235,2014,2014,2014,10.7
M,M4,3,2014,1,1,1,na,2236,2014,2014,2014,11.45
M,M4,3,2014,1,1,1,na,2237,2014,2014,2014,14.8
M,M4,3,2014,1,1,1,na,2238,2014,2014,2014,12.45
M,M4,3,2014,1,1,1,na,2239,2014,2014,2014,7.75
M,M4,3,2014,1,1,1,na,2240,2014,2014,2014,9.4
M,M4,3,2014,1,1,1,na,2241,2014,2014,2014,10.4
M,M4,3,2014,1,1,1,na,2242,2014,2014,2014,10.4
M,M4,3,2014,1,1,1,na,2243,2014,2014,2014,8.45
M,M5,3,2015,1,1,1,na,2244,2015,2015,2015,8.05
M,M5,3,2015,1,1,1,na,2245,2015,2015,2015,10.85
M,M5,3,2015,1,1,1,na,2246,2015,2015,2015,11.3
M,M5,3,2015,1,1,1,na,2247,2015,2015,2015,10.15
M,M5,3,2015,1,1,1,na,2248,2015,2015,2015,7.7
M,M5,3,2015,1,1,1,na,2249,2015,2015,2015,9.5
M,M5,3,2015,1,1,1,na,2250,2015,2015,2015,6.7
M,M5,3,2015,1,1,1,na,2251,2015,2015,2015,7.6
M,M5,3,2015,1,1,1,na,2252,2015,2015,2015,7.2
M,M5,3,2015,1,1,1,na,2253,2015,2015,2015,6.75
M,M5,3,2015,1,1,1,na,2254,2015,2015,2015,6
M,M5,3,2015,1,1,1,na,2255,2015,2015,2015,8.1
M,M5,3,2015,1,1,1,na,2256,2015,2015,2015,6.4
M,M5,3,2015,1,1,1,na,2257,2015,2015,2015,7
M,M5,3,2015,1,1,1,na,2258,2015,2015,2015,5.5
M,M5,3,2015,1,1,1,na,2259,2015,2015,2015,10.1
M,M5,3,2015,1,1,1,na,2260,2015,2015,2015,8.8
M,M5,3,2015,1,1,1,na,2261,2015,2015,2015,7.35
M,M5,3,2015,1,1,1,na,2262,2015,2015,2015,12.9
M,M5,3,2015,1,1,1,na,2263,2015,2015,2015,4.75
M,M5,3,2015,1,1,1,na,2264,2015,2015,2015,10.6
M,M5,3,2015,1,1,1,na,2265,2015,2015,2015,5.65
M,M5,3,2015,1,1,1,na,2266,2015,2015,2015,13.5
M,M5,3,2015,1,1,1,na,2267,2015,2015,2015,9
M,M5,3,2015,1,1,1,na,2268,2015,2015,2015,9.75
M,M5,3,2015,1,1,1,na,2269,2015,2015,2015,9.7
M,M5,3,2015,1,1,1,na,2270,2015,2015,2015,13.1
M,M5,3,2015,1,1,1,na,2271,2015,2015,2015,12.4
M,M5,3,2015,1,1,1,na,2272,2015,2015,2015,8.25
M,M5,3,2015,1,1,1,na,2273,2015,2015,2015,10.25
M,M5,3,2015,1,1,1,na,2274,2015,2015,2015,11.75
M,M5,3,2015,1,1,1,na,2275,2015,2015,2015,8.2
M,M5,3,2015,1,1,1,na,2276,2015,2015,2015,6.85
M,M5,3,2015,1,1,1,na,2277,2015,2015,2015,6.7
M,M5,3,2015,1,1,1,na,2278,2015,2015,2015,11.85
M,M5,3,2015,1,1,1,na,2279,2015,2015,2015,6.15
M,M5,3,2015,1,1,1,na,2280,2015,2015,2015,4.8
M,M5,3,2015,1,1,1,na,2281,2015,2015,2015,7.5
M,M5,3,2015,1,1,1,na,2282,2015,2015,2015,7.55
M,M5,3,2015,1,1,1,na,2283,2015,2015,2015,9.8
M,M5,3,2015,1,1,1,na,2284,2015,2015,2015,6.25
M,M5,3,2015,1,1,1,na,2285,2015,2015,2015,5.95
M,M5,3,2015,1,1,1,na,2286,2015,2015,2015,6.65
M,M5,3,2015,1,1,1,na,2287,2015,2015,2015,9.2
M,M5,3,2015,1,1,1,na,2288,2015,2015,2015,7.1
M,M5,3,2015,1,1,1,na,2289,2015,2015,2015,6.5
M,M5,3,2015,1,1,1,na,2290,2015,2015,2015,5.4
M,M5,3,2015,1,1,1,na,2291,2015,2015,2015,9.6
M,M5,3,2015,1,1,1,na,2292,2015,2015,2015,16.45
M,M5,3,2015,1,1,1,na,2293,2015,2015,2015,8.25
M,M5,3,2015,1,1,1,na,2294,2015,2015,2015,10.35
M,M5,3,2015,1,1,1,na,2295,2015,2015,2015,6
M,M5,3,2015,1,1,1,na,2296,2015,2015,2015,11.4
M,M5,3,2015,1,1,1,na,2297,2015,2015,2015,10.7
M,M5,3,2015,1,1,1,na,2298,2015,2015,2015,9.3
M,M5,3,2015,1,1,1,na,2299,2015,2015,2015,7.65
M,M5,3,2015,1,1,1,na,2300,2015,2015,2015,10.7
M,M5,3,2015,1,1,1,na,2301,2015,2015,2015,7.5
M,M5,3,2015,1,1,1,na,2302,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2303,2015,2015,2015,9.7
M,M5,3,2015,1,1,1,na,2304,2015,2015,2015,9.35
M,M5,3,2015,1,1,1,na,2305,2015,2015,2015,7.3
M,M5,3,2015,1,1,1,na,2306,2015,2015,2015,9.85
M,M5,3,2015,1,1,1,na,2307,2015,2015,2015,4.25
M,M5,3,2015,1,1,1,na,2308,2015,2015,2015,7.1
M,M5,3,2015,1,1,1,na,2309,2015,2015,2015,8.7
M,M5,3,2015,1,1,1,na,2310,2015,2015,2015,6.35
M,M5,3,2015,1,1,1,na,2311,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2312,2015,2015,2015,7.15
M,M5,3,2015,1,1,1,na,2313,2015,2015,2015,7.3
M,M5,3,2015,1,1,1,na,2314,2015,2015,2015,10.5
M,M5,3,2015,1,1,1,na,2315,2015,2015,2015,5.75
M,M5,3,2015,1,1,1,na,2316,2015,2015,2015,8.9
M,M5,3,2015,1,1,1,na,2317,2015,2015,2015,9.85
M,M5,3,2015,1,1,1,na,2318,2015,2015,2015,11
M,M5,3,2015,1,1,1,na,2319,2015,2015,2015,7.4
M,M5,3,2015,1,1,1,na,2320,2015,2015,2015,9.85
M,M5,3,2015,1,1,1,na,2321,2015,2015,2015,7.85
M,M5,3,2015,1,1,1,na,2322,2015,2015,2015,9.35
M,M5,3,2015,1,1,1,na,2323,2015,2015,2015,7.65
M,M5,3,2015,1,1,1,na,2324,2015,2015,2015,11
M,M5,3,2015,1,1,1,na,2325,2015,2015,2015,9.9
M,M5,3,2015,1,1,1,na,2326,2015,2015,2015,11.65
M,M5,3,2015,1,1,1,na,2327,2015,2015,2015,5.95
M,M5,3,2015,1,1,1,na,2328,2015,2015,2015,9.6
M,M5,3,2015,1,1,1,na,2329,2015,2015,2015,6.65
M,M5,3,2015,1,1,1,na,2330,2015,2015,2015,12.4
M,M5,3,2015,1,1,1,na,2331,2015,2015,2015,8.25
M,M5,3,2015,1,1,1,na,2332,2015,2015,2015,7.15
M,M5,3,2015,1,1,1,na,2333,2015,2015,2015,14.4
M,M5,3,2015,1,1,1,na,2334,2015,2015,2015,9.1
M,M5,3,2015,1,1,1,na,2335,2015,2015,2015,5.8
M,M5,3,2015,1,1,1,na,2336,2015,2015,2015,8.95
M,M5,3,2015,1,1,1,na,2337,2015,2015,2015,9.7
M,M5,3,2015,1,1,1,na,2338,2015,2015,2015,17.65
M,M5,3,2015,1,1,1,na,2339,2015,2015,2015,5.3
M,M5,3,2015,1,1,1,na,2340,2015,2015,2015,8
M,M5,3,2015,1,1,1,na,2341,2015,2015,2015,7
M,M5,3,2015,1,1,1,na,2342,2015,2015,2015,7.3
M,M5,3,2015,1,1,1,na,2343,2015,2015,2015,5.2
M,M5,3,2015,1,1,1,na,2344,2015,2015,2015,8.05
M,M5,3,2015,1,1,1,na,2345,2015,2015,2015,16.15
M,M5,3,2015,1,1,1,na,2346,2015,2015,2015,10.75
M,M5,3,2015,1,1,1,na,2347,2015,2015,2015,9.9
M,M5,3,2015,1,1,1,na,2348,2015,2015,2015,7.6
M,M5,3,2015,1,1,1,na,2349,2015,2015,2015,6.7
M,M5,3,2015,1,1,1,na,2350,2015,2015,2015,11.15
M,M5,3,2015,1,1,1,na,2351,2015,2015,2015,12.35
M,M5,3,2015,1,1,1,na,2352,2015,2015,2015,7.9
M,M5,3,2015,1,1,1,na,2353,2015,2015,2015,7.3
M,M5,3,2015,1,1,1,na,2354,2015,2015,2015,5.9
M,M5,3,2015,1,1,1,na,2355,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2356,2015,2015,2015,10.9
M,M5,3,2015,1,1,1,na,2357,2015,2015,2015,11.45
M,M5,3,2015,1,1,1,na,2358,2015,2015,2015,7.95
M,M5,3,2015,1,1,1,na,2359,2015,2015,2015,8.05
M,M5,3,2015,1,1,1,na,2360,2015,2015,2015,7
M,M5,3,2015,1,1,1,na,2361,2015,2015,2015,7.05
M,M5,3,2015,1,1,1,na,2362,2015,2015,2015,5.4
M,M5,3,2015,1,1,1,na,2363,2015,2015,2015,8.3
M,M5,3,2015,1,1,1,na,2364,2015,2015,2015,7.4
M,M5,3,2015,1,1,1,na,2365,2015,2015,2015,6.9
M,M5,3,2015,1,1,1,na,2366,2015,2015,2015,5.45
M,M5,3,2015,1,1,1,na,2367,2015,2015,2015,8.85
M,M5,3,2015,1,1,1,na,2368,2015,2015,2015,6.45
M,M5,3,2015,1,1,1,na,2369,2015,2015,2015,15.55
M,M5,3,2015,1,1,1,na,2370,2015,2015,2015,7.85
M,M5,3,2015,1,1,1,na,2371,2015,2015,2015,7.2
M,M5,3,2015,1,1,1,na,2372,2015,2015,2015,5.25
M,M5,3,2015,1,1,1,na,2373,2015,2015,2015,7.7
M,M5,3,2015,1,1,1,na,2374,2015,2015,2015,6.75
M,M5,3,2015,1,1,1,na,2375,2015,2015,2015,8.45
M,M5,3,2015,1,1,1,na,2376,2015,2015,2015,6
M,M5,3,2015,1,1,1,na,2377,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2378,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2379,2015,2015,2015,10.15
M,M5,3,2015,1,1,1,na,2380,2015,2015,2015,8.8
M,M5,3,2015,1,1,1,na,2381,2015,2015,2015,8.2
M,M5,3,2015,1,1,1,na,2382,2015,2015,2015,11.4
M,M5,3,2015,1,1,1,na,2383,2015,2015,2015,12.5
M,M5,3,2015,1,1,1,na,2384,2015,2015,2015,5.4
M,M5,3,2015,1,1,1,na,2385,2015,2015,2015,14.85
M,M5,3,2015,1,1,1,na,2386,2015,2015,2015,10.85
M,M5,3,2015,1,1,1,na,2387,2015,2015,2015,9.85
M,M5,3,2015,1,1,1,na,2388,2015,2015,2015,10.95
M,M5,3,2015,1,1,1,na,2389,2015,2015,2015,8.7
M,M5,3,2015,1,1,1,na,2390,2015,2015,2015,6.8
M,M5,3,2015,1,1,1,na,2391,2015,2015,2015,7.3
M,M5,3,2015,1,1,1,na,2392,2015,2015,2015,6.8
M,M5,3,2015,1,1,1,na,2393,2015,2015,2015,11.35
M,M5,3,2015,1,1,1,na,2394,2015,2015,2015,5.25
M,M5,3,2015,1,1,1,na,2395,2015,2015,2015,7.2
M,M5,3,2015,1,1,1,na,2396,2015,2015,2015,5.3
M,M5,3,2015,1,1,1,na,2397,2015,2015,2015,7.7
M,M5,3,2015,1,1,1,na,2398,2015,2015,2015,10.5
M,M5,3,2015,1,1,1,na,2399,2015,2015,2015,8.55
M,M5,3,2015,1,1,1,na,2400,2015,2015,2015,5.3
M,M5,3,2015,1,1,1,na,2401,2015,2015,2015,8.9
M,M5,3,2015,1,1,1,na,2402,2015,2015,2015,6.65
M,M5,3,2015,1,1,1,na,2403,2015,2015,2015,11.1
M,M5,3,2015,1,1,1,na,2404,2015,2015,2015,10.25
M,M5,3,2015,1,1,1,na,2405,2015,2015,2015,9.4
M,M5,3,2015,1,1,1,na,2406,2015,2015,2015,9.55
M,M5,3,2015,1,1,1,na,2407,2015,2015,2015,12
M,M5,3,2015,1,1,1,na,2408,2015,2015,2015,9.85
M,M5,3,2015,1,1,1,na,2409,2015,2015,2015,8.2
M,M5,3,2015,1,1,1,na,2410,2015,2015,2015,4.2
M,M5,3,2015,1,1,1,na,2411,2015,2015,2015,6
M,M5,3,2015,1,1,1,na,2412,2015,2015,2015,9.25
M,M5,3,2015,1,1,1,na,2413,2015,2015,2015,8.1
M,M5,3,2015,1,1,1,na,2414,2015,2015,2015,9.2
M,M5,3,2015,1,1,1,na,2415,2015,2015,2015,8.2
M,M5,3,2015,1,1,1,na,2416,2015,2015,2015,6.3
M,M5,3,2015,1,1,1,na,2417,2015,2015,2015,9
M,M5,3,2015,1,1,1,na,2418,2015,2015,2015,8.2
M,M5,3,2015,1,1,1,na,2419,2015,2015,2015,6.7
M,M5,3,2015,1,1,1,na,2420,2015,2015,2015,8.85
M,M5,3,2015,1,1,1,na,2421,2015,2015,2015,7.15
M,M5,3,2015,1,1,1,na,2422,2015,2015,2015,9.55
M,M5,3,2015,1,1,1,na,2423,2015,2015,2015,8.85
M,M5,3,2015,1,1,1,na,2424,2015,2015,2015,7.45
M,M5,3,2015,1,1,1,na,2425,2015,2015,2015,9.8
M,M5,3,2015,1,1,1,na,2426,2015,2015,2015,6.3
M,M5,3,2015,1,1,1,na,2427,2015,2015,2015,9.3
M,M5,3,2015,1,1,1,na,2428,2015,2015,2015,12.4
M,M5,3,2015,1,1,1,na,2429,2015,2015,2015,4.45
M,M5,3,2015,1,1,1,na,2430,2015,2015,2015,9.25
M,M5,3,2015,1,1,1,na,2431,2015,2015,2015,8.05
M,M5,3,2015,1,1,1,na,2432,2015,2015,2015,6.4
M,M5,3,2015,1,1,1,na,2433,2015,2015,2015,7.05
M,M5,3,2015,1,1,1,na,2434,2015,2015,2015,7
M,M5,3,2015,1,1,1,na,2435,2015,2015,2015,7.7
M,M5,3,2015,1,1,1,na,2436,2015,2015,2015,9.2
M,M5,3,2015,1,1,1,na,2437,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2438,2015,2015,2015,8.35
M,M5,3,2015,1,1,1,na,2439,2015,2015,2015,10.1
M,M5,3,2015,1,1,1,na,2440,2015,2015,2015,9.65
M,M5,3,2015,1,1,1,na,2441,2015,2015,2015,4.35
M,M5,3,2015,1,1,1,na,2442,2015,2015,2015,7.6
M,M5,3,2015,1,1,1,na,2443,2015,2015,2015,12.9
M,M5,3,2015,1,1,1,na,2444,2015,2015,2015,5.1
M,M5,3,2015,1,1,1,na,2445,2015,2015,2015,12.4
M,M5,3,2015,1,1,1,na,2446,2015,2015,2015,9.6
M,M5,3,2015,1,1,1,na,2447,2015,2015,2015,12.75
M,M5,3,2015,1,1,1,na,2448,2015,2015,2015,6.05
M,M5,3,2015,1,1,1,na,2449,2015,2015,2015,11.65
M,M5,3,2015,1,1,1,na,2450,2015,2015,2015,9.45
M,M5,3,2015,1,1,1,na,2451,2015,2015,2015,14.05
M,M5,3,2015,1,1,1,na,2452,2015,2015,2015,6.3
M,M5,3,2015,1,1,1,na,2453,2015,2015,2015,8.9
M,M5,3,2015,1,1,1,na,2454,2015,2015,2015,8.35
M,M5,3,2015,1,1,1,na,2455,2015,2015,2015,6.4
M,M5,3,2015,1,1,1,na,2456,2015,2015,2015,10.65
M,M5,3,2015,1,1,1,na,2457,2015,2015,2015,4.5
M,M5,3,2015,1,1,1,na,2458,2015,2015,2015,10.45
M,M5,3,2015,1,1,1,na,2459,2015,2015,2015,6.6
M,M5,3,2015,1,1,1,na,2460,2015,2015,2015,10.4
M,M5,3,2015,1,1,1,na,2461,2015,2015,2015,12
M,M5,3,2015,1,1,1,na,2462,2015,2015,2015,6.15
M,M5,3,2015,1,1,1,na,2463,2015,2015,2015,10.95
M,M5,3,2015,1,1,1,na,2464,2015,2015,2015,10
M,M5,3,2015,1,1,1,na,2465,2015,2015,2015,7.9
M,M5,3,2015,1,1,1,na,2466,2015,2015,2015,5.55
M,M5,3,2015,1,1,1,na,2467,2015,2015,2015,10.95
M,M5,3,2015,1,1,1,na,2468,2015,2015,2015,6.75
M,M5,3,2015,1,1,1,na,2469,2015,2015,2015,9.5
M,M5,3,2015,1,1,1,na,2470,2015,2015,2015,7.55
M,M5,3,2015,1,1,1,na,2471,2015,2015,2015,6.9
M,M5,3,2015,1,1,1,na,2472,2015,2015,2015,7.85
M,M5,3,2015,1,1,1,na,2473,2015,2015,2015,6.3
M,M5,3,2015,1,1,1,na,2474,2015,2015,2015,6.6
M,M5,3,2015,1,1,1,na,2475,2015,2015,2015,8.45
M,M5,3,2015,1,1,1,na,2476,2015,2015,2015,11.2
M,M5,3,2015,1,1,1,na,2477,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2478,2015,2015,2015,7
M,M5,3,2015,1,1,1,na,2479,2015,2015,2015,6.95
M,M5,3,2015,1,1,1,na,2480,2015,2015,2015,8.2
M,M5,3,2015,1,1,1,na,2481,2015,2015,2015,8.5
M,M5,3,2015,1,1,1,na,2482,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2483,2015,2015,2015,11.5
M,M5,3,2015,1,1,1,na,2484,2015,2015,2015,6.85
M,M5,3,2015,1,1,1,na,2485,2015,2015,2015,8.85
M,M5,3,2015,1,1,1,na,2486,2015,2015,2015,5.95
M,M5,3,2015,1,1,1,na,2487,2015,2015,2015,11.3
M,M5,3,2015,1,1,1,na,2488,2015,2015,2015,5.6
M,M5,3,2015,1,1,1,na,2489,2015,2015,2015,7.85
M,M5,3,2015,1,1,1,na,2490,2015,2015,2015,6.8
M,M5,3,2015,1,1,1,na,2491,2015,2015,2015,10.8
M,M5,3,2015,1,1,1,na,2492,2015,2015,2015,10.95
M,M5,3,2015,1,1,1,na,2493,2015,2015,2015,11.45
M,M5,3,2015,1,1,1,na,2494,2015,2015,2015,9.3
M,M5,3,2015,1,1,1,na,2495,2015,2015,2015,6.75
M,M5,3,2015,1,1,1,na,2496,2015,2015,2015,10.05
M,M5,3,2015,1,1,1,na,2497,2015,2015,2015,10.85
M,M5,3,2015,1,1,1,na,2498,2015,2015,2015,10
M,M5,3,2015,1,1,1,na,2499,2015,2015,2015,12.35
M,M5,3,2015,1,1,1,na,2500,2015,2015,2015,5.2
M,M5,3,2015,1,1,1,na,2501,2015,2015,2015,11.6
M,M5,3,2015,1,1,1,na,2502,2015,2015,2015,6.6
M,M5,3,2015,1,1,1,na,2503,2015,2015,2015,7.1
M,M5,3,2015,1,1,1,na,2504,2015,2015,2015,6.6
M,M5,3,2015,1,1,1,na,2505,2015,2015,2015,10.65
M,M5,3,2015,1,1,1,na,2506,2015,2015,2015,11.15
M,M5,3,2015,1,1,1,na,2507,2015,2015,2015,6.25
M,M5,3,2015,1,1,1,na,2508,2015,2015,2015,5.8
M,M5,3,2015,1,1,1,na,2509,2015,2015,2015,5.95
M,M5,3,2015,1,1,1,na,2510,2015,2015,2015,9.9
M,M5,3,2015,1,1,1,na,2511,2015,2015,2015,8.35
M,M5,3,2015,1,1,1,na,2512,2015,2015,2015,5.85
M,M5,3,2015,1,1,1,na,2513,2015,2015,2015,8.85
M,M5,3,2015,1,1,1,na,2514,2015,2015,2015,8.35
M,M5,3,2015,1,1,1,na,2515,2015,2015,2015,9.2
M,M5,3,2015,1,1,1,na,2516,2015,2015,2015,12.5
M,M5,3,2015,1,1,1,na,2517,2015,2015,2015,6.95
M,M5,3,2015,1,1,1,na,2518,2015,2015,2015,13.7
M,M5,3,2015,1,1,1,na,2519,2015,2015,2015,8.5
M,M5,3,2015,1,1,1,na,2520,2015,2015,2015,6.2
M,M5,3,2015,1,1,1,na,2521,2015,2015,2015,11.25
N,N8,1,2018,1,1,1,1,2522,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,1,2523,2018,7/17/18,197,8.9
N,N8,1,2018,1,1,1,1,2524,2018,8/14/18,225,7.6
N,N8,1,2018,1,1,1,2,2525,2018,6/19/18,169,8.8
N,N8,1,2018,1,1,1,2,2526,2018,7/17/18,197,7.8
N,N8,1,2018,1,1,1,2,2527,2018,8/14/18,225,7.1
N,N8,1,2018,1,1,1,3,2528,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,3,2529,2018,7/17/18,197,NA
N,N8,1,2018,1,1,1,3,2530,2018,8/14/18,225,6.1
N,N8,1,2018,1,1,1,4,2531,2018,6/19/18,169,9.3
N,N8,1,2018,1,1,1,4,2532,2018,7/17/18,197,8.7
N,N8,1,2018,1,1,1,4,2533,2018,8/14/18,225,8.3
N,N8,1,2018,1,1,1,5,2534,2018,6/19/18,169,8.9
N,N8,1,2018,1,1,1,5,2535,2018,7/17/18,197,6.3
N,N8,1,2018,1,1,1,5,2536,2018,8/14/18,225,6.1
N,N8,1,2018,1,1,1,6,2537,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,6,2538,2018,7/17/18,197,NA
N,N8,1,2018,1,1,1,6,2539,2018,8/14/18,225,8.8
N,N8,1,2018,1,1,1,8,2540,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,8,2541,2018,7/17/18,197,NA
N,N8,1,2018,1,1,1,8,2542,2018,8/14/18,225,7.3
N,N8,1,2018,1,1,1,9,2543,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,9,2544,2018,7/17/18,197,NA
N,N8,1,2018,1,1,1,9,2545,2018,8/14/18,225,7.6
N,N8,1,2018,1,1,1,10,2546,2018,6/19/18,169,7.9
N,N8,1,2018,1,1,1,10,2547,2018,7/17/18,197,10.4
N,N8,1,2018,1,1,1,10,2548,2018,8/14/18,225,8.5
N,N8,1,2018,1,1,1,11,2549,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,11,2550,2018,7/17/18,197,NA
N,N8,1,2018,1,1,1,11,2551,2018,8/14/18,225,8.5
N,N8,1,2018,1,1,1,13,2552,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,13,2553,2018,7/17/18,197,7.3
N,N8,1,2018,1,1,1,13,2554,2018,8/14/18,225,8.6
N,N8,1,2018,1,1,1,14,2555,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,14,2556,2018,7/17/18,197,6.2
N,N8,1,2018,1,1,1,14,2557,2018,8/14/18,225,9.9
N,N8,1,2018,1,1,1,15,2558,2018,6/19/18,169,NA
N,N8,1,2018,1,1,1,15,2559,2018,7/17/18,197,NA
N,N8,1,2018,1,1,1,15,2560,2018,8/14/18,225,8.3
N,N8,1,2018,1,1,1,16,2561,2018,6/19/18,169,8.9
